 unit coupon make broken entertain system hour flight serious ridicul learncustomerservic,negative
 drop bag overnight amp leav week suppos hold bag,negative
 dm detail still respons book today,neutral
 know probabl way get cheaper airfar ticket flight leav hour,neutral
 someon pleas explain process happen properti found plane passeng leav heathrow,negative
 abl dm confirm number,neutral
 sent messag let know got twitter liter also realli go stuck hrs,negative
 unhappi respons complaint email nd feb ref aw custom servic,negative
 dm work,neutral
 privat jet would cool work tri,positive
 given option use unit travelbank recent flight book problem help use recoup fund thank,negative
 common keep paper work readi delay flight meet,negative
 yul ord,neutral
 yep correct got email flight cancel flightl matter flight atl delay thx,negative
 k problem get fll iah sent dm make connect pleas let know,neutral
 done done,neutral
 thank sent,positive
 ground montreal ua3659 miss connect ua3417 st loui help privat jet,negative
 frustrat nervous,positive
 one make difficult,positive
 child someon issu fli prepar ahead time reduc distress caus plane,negative
 get cancel flightl hour take,negative
 alway happen guy make travel incred stress uncomfort good busi,positive
 someon sever anxieti one person help next,negative
 seek go client b c u cant get need refund fill form confid work past indic,negative
 thnx respons bot seem improv could easili attain st class servic realli worth,positive
 unrival access california flight u uk airport nonstop one stop connect year round,neutral
 book award tix thaiairway see conf unit flight book problem get get thai,neutral
 luckili made flight time disappoint lack communic,negative
 check see flight atl ord got cancel flight,neutral
 servic far horrid want end trip high note guess option,negative
 book flight home month ago request seat togeth fiancé got middl seat unaccept,negative
 guy horribl,negative
 thnx info,positive
 pay wifi intern busi ticket pennypinch,neutral
 ok top thing lost luggag could get wors unitedairlin,negative
 kudo cancel flightl flight dfw morn unit usual first panic,negative
 luggag broken youcouldntmakethi brokenwheel,negative
 flight dfw ord current time see advisori dfw may affect weather,neutral
 mayb one day one quot,negative
 flight delay one rememb turn heat flight leav ord serious,negative
 anoth awesom new plane flight extrem nice captain steve connolli,positive
 speak real person get resolv polit effici,negative
 file refund claim told charg dm disput bank henc would like,negative
 bag make flight iad second day without cloth pretti inconveni pretti curious unitedairlin,negative
 everi unit flight saipan guam adventur never know old plane oper,negative
 henc ask custom servic phone number speak real person get sort,negative
 bag leav washington yet would conveni see left day ago unitedairlin lostluggag,negative
 fli st class one leg chicago long flight china still abl use loung chicago,neutral
 accord dms owe refund pleas may provid contact number go bank file claim,negative
 hour ago need work bag make hotel time need go elsewher,negative
 okay thank,positive
 file claim way call updat anoth way,negative
 pls proper train agent request speak k custom servic amp transfer dead end even open hr,negative
 thank rememb load bag onto connect flight oh wait forgot iceland fun cloth,negative
 thank chees platter abund entertain option time flew,positive
 custom servic atroci disrupt travel plan lost luggag imposs talk human,negative
 termin mia food open esp flight two hour earli like recommend eat,negative
 ua flight current stuck portland miss ride hour delay getmartyhom,negative
 respond various request contact number anyon know uk custom servic number unitedairlin,negative
 look get bag lusaka,neutral
 could updat suitcas pleas onlin phone track told noth told back yesterday,negative
 thank tri two day set,positive
 last thing u guy charg drink transatlant flight,negative
 lhr arriv loung fail wait min shower left find hotel u know mani passeng u carri plan,negative
 luck final reserv dm inform pleas let know els need want confirm asap thx,neutral
 complet form doubt use ua care day vacat sure ua feel respons,negative
 definit compliment realli thought bag lost sent anoth airport end happi custom,negative
 thanx much follow email ticket voucher unitedairlin care,positive
 definit trip rememb ewr sti second season first seat pay loyal,negative
 nope told us time go home sleep airport even though assur us would get room,negative
 keep updat let know bag make flight j burg,negative
 back expens holiday work year pay ruin want compens amp origin case back,negative
 thank unit understand would actual like bag back done also want money,negative
 frank wors custom servic ever problem happen deal defin compani never unit,negative
 still valid flight seem strang delay late flight inbound crew hour plane alreadi,negative
 thank lack help can respons k desk,negative
 bad ua anoth unforese oper issu return flight,negative
 would like know go current flight land,neutral
 pay luggag deliv arriv wait addit day deliveri,negative
 hotel peopl feel like held hostag someon board pass leav fail,negative
 one great airlin,positive
 outbound bag lbs bag return home bag lbs logic write machin human help requir,negative
 like hear poor experi pleas share detail w custom care team,negative
 cancel flightn left us fend flt came late flight get runaround hrs employe blame previous,negative
 local unit number malaysia local unit airlin kuala lumpur kul,neutral
 okay ase24766m find luggag,negative
 agent met us gate said issu w delay ua1116 would taken onlin,negative
 send urgent messag via eservic com bg0kwm narayanan pleas respond asap also local unit tel kul,neutral
 thank guy get a380 anytim soon,positive
 ladi one phone say tel aviv tel aviv unit say newark one know noth,negative
 see kn run plane run thank help,positive
 yes still answer mani luggag day unaccept,negative
 go noth like alway,negative
 sent feedback thank,positive
 plus food taxi,neutral
 offer us room peopl fail,negative
 peopl get pretti tire action solv problem plus miss day vacat ski,negative
 bright side would keep promis made hope good night thank,positive
 yes,neutral
 take back comment team work hard help us far solut hotel food anyth fail,negative
 arriv two hour late flight clt sit tarmac move plane gate unhappi custom,negative
 airlin absolut worst idea neveragain unitedairlin,negative
 thank might want fix line custom care team current respond inquiri within busi day,negative
 flew unit aus austin bergstrom cancun intl best flight ever big small,positive
 frustrat frequent flyer loyal sinc continent upgrad equal pay time top purchas ticket,negative
 deep vein thrombosi,negative
 wors figur pack plane screw connectn claim hotl room san fran strand pax way go,negative
 passeng hour delay flight left hotel end night hou airport wtf,negative
 hey flight iah pos leav late flight one back iah earli rather get pos earlier,negative
 lost bag process broken agent promis call amp hold bag found wake w deliveri fail,negative
 peopl counter help see nobodi flight austin still sit,negative
 unfortun still tarmac definit miss ride gonnabealongnight,negative
 regret hear pleas let us know need assist kn final abl secur seat thx,positive
 time check open flight ua80 manchest newark today,neutral
 good know open close door premier passeng safeti brief delay flight annoy,negative
 dm sent,neutral
 yea get phoenix alreadi delay day peopl bullshit,negative
 consol staff stellar hour delay encount everi one flight,negative
 flight ua3576 gate b1 tell ray somehow made flight iah wait one,negative
 unfortun xmas gift look like razor rip right front pocket pictur,neutral
 thank ask,positive
 lost bag cancel flightl flight delhi call center poor unit staff spread thin stress name,negative
 yes make mistak less absurd chang fact inconveni miss luggag tonight,negative
 constant challeng upgrad amp charg order prevent dvt pay addtl,neutral
 ord wait min crew member left gate item came flight attend sarcast said good luck walk away,negative
 follow back pleas happili dm link rather share travel plan public,neutral
 favorit airlin,positive
 serious fail make stranger share room,negative
 _mcintosh68 nah,neutral
 need asap make today flight,neutral
 agent split reserv cancel flight refund credit wks,negative
 vacat go ruin w day rain chang fee us near cost origin flight help,negative
 sent messag let know asap,neutral
 would make share room,neutral
 tri call w min phn wait mean miss option anyway,negative
 ask guy flight bwi wait us get delay flight san diego pretti pleas,negative
 still wait find rep work hard upset wait tomorrow pm get mammoth,negative
 earli flt think call appropri yes review nada avail next day expect full refund,negative
 understand thank,positive
 ask call get fix tweet bs question stall make thing wors phone number pleas,negative
 yo yo yo stuck tarmac hour go miss ride help pleas helpimstuck unit,negative
 high unprofession overbook flight seat amp feel rearrang schedul mismanag,negative
 well consid everi agent claim unabl help everyth els wast time hear call corp,negative
 man wait book ticket thank jp life sabe,positive
 ice total understand larg number us face hour time overnight cancel flightat seem like,negative
 flt cancel flightl get email happen courtesi phn call book diff airlin amp citi,negative
 tag number let find bag,negative
 better train support staff appropri decorum consid revisit terribl provid death certif polici,negative
 well bar set low guy realli good apolog game chang u guy learn,positive
 post disappoint frequent unit flyer simpl bad appl spoil bunch,negative
 guy continu impress houston,positive
 way make phone call need handl via twitter email web thank,negative
 pleas help ethiopia adopt two year old child exist confirm need add child reserv,neutral
 question onboad volt outlet plane,neutral
 websit deserv new design html5 ftw,positive
 thank ef holiday miss full day ski due baggag team incompet,negative
 twitter let dm,neutral
 hope,neutral
 agent help person front finish walk away guy behind shock,negative
 connect ord exact plane check carri appar taken amp left chicago pretti ridicul,negative
 encourag cpap tonight,positive
 yes file claim soon carousel stop without bag got email found sched deliveri,negative
 idea monitor mileag member travel pattern enough know chang job lose status make transit easier,neutral
 delay den cle manual enter baggag tag realli worst cust servic day ker friendlyski,negative
 tell us flight delay tell us time min spare say delay unless sure,negative
 yes lusaka zambia guess bag never made plane iad,negative
 flight voucher,neutral
 late flight denver late flight newark let even get disast check bag unaccept,negative
 let think ever flown problem worst airlin period,negative
 yes file claim amp hope receiv luggag ridicul purchas item go sleep amp reimburs,negative
 ua938 ord lhr bag load min late flight frigid air cabin plane feel like fall apart upgrad long haul fleet,negative
 flight attend never serv beverag tea check give ua6076 notcool,negative
 load balanc system appar systemwid major impact unit airlin flight cyberattack,negative
 unschedul refuel stop miss connect flight r home n look ward bed big pb amp j sandwich,negative
 spent hundr rectifi situat guy go quiet,negative
 ua276 sit ewr near hour sked pilot say comput clue leav help,negative
 end come travel liter extra day half,negative
 made upgrad list fli st tomorrow min first time ever statusmatchpaidoff,negative
 refund us vacat get free room night make make us sleep dia,negative
 thank remind fun ride,positive
 receiv luggag also look left snow arriv ask peopl refund,negative
 updat a320 aircraft wifi devic entertain outlet get charg devic,negative
 one scan insid plane ask peopl line around plane go,negative
 gate chang two delay even crew think airlin suck,negative
 frustrat wast day due equip failur,negative
 comput stop give updat took flight info app ridicul keep peopl updat,negative
 soooo day offer respons assum poor treatment gate agent norm,negative
 terrif mani thank look forward back ua tomorrow great flight vancouv,positive
 call result hrs hold time amp day wait check suspect code share fare noth investig time wast,negative
 taken week cust care respond case request refund wi fi work get updat,negative
 appreci effort get home,positive
 correct spent hour tri book onlin receiv error click final purchas button,negative
 today finest could prevent one gate agent advis passeng,negative
 real deal delay flight ua denver vega,neutral
 ua63 madrid arriv agent mass confus sent fro ua employe maryjo rude unhelp,negative
 system failur bad trend softwar project like fli airplan thing emerg takeoff,negative
 lot report system failur delay flight last week current sit tarmac ogg hour,negative
 reboot chicago dispatch system need tire sit plane,negative
 despit shaki connect look like get home tonight great job touch go,positive
 howev complet control price still display,negative
 aircraft closest gate flight one closest gate go chicago,negative
 tell file claim cloth purchas,negative
 comic return flight ase two unit flight board adjac gate clear plane board,neutral
 grk13575m file refer,neutral
 would contact discuss poor experi custom servic would give shot,negative
 ua pacif rim date night cut constant random one spot repeat,negative
 tri sinc file report,negative
 send email bad experi send back generic respons yet anoth reason never fli,negative
 mom left kindl flight today burgundi case light seat anyon find,negative
 ticket pleas refund unnecessari upgrad fee,neutral
 horribl lost carseat expect us use loner carseat safeti regul say illeg use use car seat,negative
 thank,positive
 decis decis love tri servic offer status match kp,neutral
 need info great amen kit pj includ status match aa kp,neutral
 care link show wrong price site site amp respons ensur correct,negative
 flight lie flat seat stl pdx around date march,neutral
 need get home th tell th night compens anyth done,negative
 baggag fee waiv premier member pleas see jp point membership,neutral
 wonder bag claim peopl final bag catch earlier flight origin flight land wastedtim,negative
 dmed thank,positive
 thank touch,positive
 thank karen salisburi iah amaz custom servic found daughter bag lost ua1516 made day,positive
 day late flightr bag left iad unit help everyon tell differ stori,negative
 hi direct flight houston reno begin see day march,neutral
 like continent chicken feat fair,neutral
 assist current flight status flt dfw tomorrow,neutral
 left comment custom care thank contact,positive
 lose gate check bag den ord direct flight ugh,negative
 caught earlier flight ord gate check bag lost hare origin flight land minut frustrat,negative
 yes thank much see spoke reserv team reinstat flight thank ey,positive
 captain behalf front offic welcom board never heard laugh hard funnycaptain,negative
 pleas follow dm miss bag,neutral
 clear luggag comment referenc photo attach flight jac,neutral
 great fare,positive
 left item plane call non stop one answer pleas help,negative
 awesom book next christma vacatinn decemb way want devalu mileag plus,neutral
 good number call speak someon fix peopl luggag saturday,negative
 thank u secur room night thx help custom servic rep n dorn thank u goodenoughmoth,positive
 damn bag,negative
 well someon tell employe denver baggag claim still bag,negative
 greet ua club member idea use air canada loung yvr fli ua tomorrow,neutral
 mexico intern us,neutral
 divert miss connect flight told bag way msi peopl care,negative
 male agnt las threaten canadian cust cust take pic gate agent announc help rebook friendlyski,negative
 want go home tonight cancel flight last leg reserv w permiss ph6rps,negative
 stress rude agent overwhelm delyd flight las den yell sever peopl pretti friendlyski,negative
 land boston last night hour travel rough tho,negative
 fail cancel flightl flight frm gjt use reserv home iah sea reflight book problem w permiss ph6rps,negative
 sent thank u rt pleas dm confirm number reflight book problem need thank ey,neutral
 made fli list airlin wait connector late flight stuck iah,negative
 deal u provid voucher overnight cozi floor ohar gross helpmepleas anyonether,negative
 also mere fact go onlin issu statement vice call talk direct one good exampl,negative
 thank flew newark vail eagl,positive
 weekend deal compani would say otherwis,neutral
 flight gone got plane businesstravel goodenoughmoth,negative
 proper respons sorri wait flight look issu would handl,negative
 custom servic terribl stood inlin hour flight hour late flightr still bag disgutedindenv,negative
 pleas upload march demand entertain list websit,neutral
 inadequ accid,positive
 denver intern airport,neutral
 thank respond quick help tool,positive
 board time show min gate agent start show check bag,negative
 agent las let custom know help rebook delay flight den unfriendlyski,negative
 empath w disappoint stclass flight w nonwork entertainmnt worth unfriendlyski,negative
 work,positive
 seen messag today mcdonnel dougla dc model hear read goodnight,neutral
 search mileag ticket bom find singl one saver award see play earn mile use,neutral
 flight arriv minut earli wait hour bag,negative
 issu fact one even call despit promis confirm bag locat,negative
 girl gotta get flight name chang bought one mean ex boyfriend need girl trip stat,neutral
 thank sign notif shall watch wait,positive
 still wait hear back wallet stolen one plane would appreci resolut,negative
 would love someon could get back austin tonight wish wait til tomorrow morn,positive
 lost baggag heard differ thing differ employe said noth,negative
 cs think mile repair damag done interest travel exp worst flight ever,negative
 flight dfw tuesday far advanc give notic cancel flightl,negative
 sign notif first trip updat sure happen,negative
 thank took care everyth made right experi use open app find flight chang,negative
 line respons wait tomorrow morn flight overbook,negative
 took exact aircraft lax day ago fit problem agent today told nonsens polici chang,negative
 help agent club help baggag fee night life stop busi,negative
 never heard,negative
 charg ticket chang fee incur mysteri cost incur,neutral
 exhaust amp frustrat link fb post abt travel issu,negative
 deni get plane w get chanc prove fit rooki read bio,negative
 exact point fit premier access board group return ticket yrs,neutral
 never experienc worst custom servic place blame codeshar partner assum respons unaccept,negative
 current board check terribl staff rude expens luggag thrown around etc,negative
 fuck void ticket kept money even apolog never fli airlin unitedairlin,negative
 worst custom svcs kevin rep call center must investig baggag lost help argument,negative
 sell ticket terribl servic ua staff cannot reach silver,negative
 got demot gold cuz hubbi got pqd tho enuf spent gold spousal discrimin angri,negative
 thank,positive
 direct flight belfast intl newark resum winter break thank,neutral
 favorit way travel thank,positive
 yes aw weather appear get home,negative
 yes lot terribl custom servic newark despit rais complaint ignor henc tweet,negative
 love new plane lga ord power outlet,neutral
 tweet id number reveal home address anyon web,neutral
 file delay bag report saturday flight cancel flightl never went anywher,negative
 person current bettween gate lax,neutral
 need land ewr baggag claim file sent employe droppeditoffyet,negative
 rare ceas amaz wors hope last time fli,positive
 thank quick respons cannot dm follow well,positive
 icloud yet pleas help,neutral
 need phone number baggag claim lax mom left phone someon call say would put,negative
 respons back,positive
 atroci custom servic,negative
 honor absurd low mistak fare vía,negative
 albanyairport delay departur check bag gate claim space fill walk open space delay poorcustomerservic,negative
 cancel flight flight reason amp phone hour vacat,negative
 respons shake head back forth tsk better custom servic apolog,positive
 thank k mile rtb europ multipl destin could stop us way way back mileag diff,negative
 cours bag frustrat,negative
 worst avoid like plagu,negative
 worst airlin world,negative
 someon need dm resolv correct extrem disappoint servic receiv terribl manag,negative
 premier gold desk chang flight waiv fee give wrong flight jana acosta salt lake refus servic angri,negative
 give one thing consist unfortun consist job well alwaysdelayedonunit,negative
 right angri,positive
 first time fli unit also last time terribl back branson virginatlant unitedairlin,negative
 use commit continentalairlin flyer merger rememb switch communicationfail,negative
 least could offer ticket coach instead cancel flight reserv glitch notfair,negative
